Name,Tag,Server,Region,puuid,Key_ID
TestoScoob52,0727,euw,europe,PgrGnmbBPvnX4W-fhcs8VB1KCLTJ5TsAP-_qxUCpCS1b1u0etRoPznzGEciBbsdeMrA5nW836XYQlg,4
gdfsgredgrey4e5y,BR1,br,americas,cfnkyotg4HcIZibQSvyxnpNCfYtlaDA7awfAnPqySwG2CCmaySRPsfUM9qPnt6oXfLWrrzS2vHPD5A,4
Buggy2v9,EUW,euw,europe,Bb9xA-yPqvB-q_www6IgDrDv9plqb42OOecqVgfkFdAURjW7WkZ4iM-zAPQAYqK_baOH8nQeNQQ8sw,4
iShifty,NA1,na,americas,8mBFfrUKH8qVQiHnpNFdgI84x4W5Xgm_fv8SXpGNmnDZu2rPSUF_2UuHBfF8RE-uA8vSncg-qariSA,4
anujk,NA1,na,americas,hQHxkspUHP0ggfPkmShaJa457ukBY9aO386fM2K4EUX_sEhnIy1lfcWh5ubTA_tfN6aEo1lYuZhV6A,4
DRlFTY,BELE,euw,europe,-vZRoFj3lZsRJypyh2t7OVJ94O9tldkPQ8wte_YwZC_vnZ2OqyTympHv2Wa6LNAaswmYu8MXUcRQXg,4
Superior Hippo,NA1,na,americas,YMaU8Bqx1-YXtKUk_wD6d62uoSNkkRmdNr_EexibvOIP0x777_niIIVJrKV9u9MXMphTZXczAqpKIg,4
Binho Sorveteiro,br1,br,americas,IwLmibfXZU9d4dStEQNa9MiJedrUmqUSfqTRsF16O9rY9L_z_eYfZ3HmK6jnc1JepoDAYW-tRDIyzA,4
No Regret Life,KR1,kr,asia,z5ZLasGBkYSeDMxM3uTqDvf4Tir5YIafrXnS0yYVoI7WdhnWhRJ6hUThDc7TEi12gajEKMO3bYdfVw,4
sIay,uwu,lan,americas,s0xU7x0DIpx5VhD-_1UC1PLCo4mbLdioCVy3O77iy54Y6WXWUwQC2LjS7QWAZPGvkXnd04-0S_kPBQ,4
Junga,Bunga,br,americas,0OV5hlqL--6_SZJ2yHsaMXs8E4G8HZupc98PoxwDeD0uXaAQnVL5KQHabvtpERTSKJPxDvPD_bIHPQ,4
nobody,ru2,ru,europe,KY7M8Wy6ycWjGXDJiZh2pSRQrqcfBYwilmTOmkN6aEZLbhixiM50jMpT8snhyf5V3cJGNVkWkSy0xA,4
Hellhound,298,na,americas,7j-OiqHfFj_pw5Kq2XPuZIAgzuyLAk5N76g6MgYUB5hPRf94exKizJ3GwSa9pZCJMpMbNcs2zsoykQ,4
Tonashihar,br1,br,americas,K7qF4NyzKl90bWWYQlX0GNKerk-_j4o7UDUXngGcdJGVQQ_i9D0e0mUqM7NJwRYnMahFokNOi846cw,4
Joys,Shaco,lan,americas,2POR195aqR1qA8UrkoDoR4ZUxys9SJMB4PNES9ev5XfXgP32qDmV3Rf3sMmJxU4-NpVQVVr35pdo2w,4
CrispyJew,6969,euw,europe,MrYZC2Be-WIg13UmtCSzY_dwdGVNPexmpvE3qH_4opi5MgkEwH2JpdpPiqX3BHDQnRPwM_YpKvGWuA,4
Roxxor,R1ELE,euw,europe,q3Acb54-3sFgIeNQoYuL-cyiJtGNa8RDA4v_58qcrF5X6uX98RSZ7dlnxKP0tzNhf1_fqwoyHyiWNA,4
Till 68,EUW,euw,europe,zYRI7R9tqP4F1HFRFwBY3ICPd7Hci7sActeA9ncz_4nYo_wa-LVSaTtpN2Iijjf6dQHZjLUZvHFqEg,4
20082024,cya,euw,europe,Av9pbIuivegJ05TlT56GEa0-upMcMRyRO9U-Rot6W3wsEz-twHR3WxkbwtBnsIkMsRpRkCbd9MReLw,4
Reverendlnsanity,fang,euw,europe,RykGOvLv87IohYhZFhIBEH2vaWl5ZyZhQefunU1K6Vsto9esibPGuxGxzzr2WZPe87zLUd5Zs9_2dQ,4
mano ppk,0chat,na,americas,S75qZmL43aV_mwTOKifNMB2W5VhG8jZoHfZjAVuWtwoCJe5oePA4L0GcU56PcYUiLtTa8lznUkIc0w,4
Do not betray me,Team,kr,asia,9h7HiBCYKxJjxAxva8cJ1p8VPT1XundTgA7ARd86Xl0KdPvWc5Yr9qrw5rkrFOrmbMo9-CaIQstQgQ,4
HAPPYMEAL444,PRIME,na,americas,sXTxVCjznYju7OC2BwcRwByp1BVCJykhPVRFuhaNoI-sV6Idsm6-dOnyz851S7eNC3FNcn3NSe6qlg,4
Dotlool,EUW92,euw,europe,vK8VXdfq2A_ELBX72F2eep8xDXl0TvQg3TYcFmzr9oidTKcKFkfYSS56tGn2CM6DLYaTs7tuWdJtXQ,4
LEPKAM CQLO BG,ODELO,eune,europe,a5bAj5DdZTbDunnN92AUe2DP1IF9j73oYBjG9D40Unscf-5eqLWGYTofSvb1ABl9qD4GiZE94XvTiQ,4
Burnzy,EUW,euw,europe,fwkEEt0jU0k9j-Fe2FzrqzaW82PQF_F33r72pba3lAui9HTzCR6AmRbdPk3gIuGNTTo4nx9h06aDtw,4
Clowntergeistt,Clown,lan,americas,KM1usW-sfxwB4Jf7gmTKfFdi2iniEq-LbG3Yd6xfI5aMe7os0-4R9J45PuOjuFSKklnS1Op9_jVO3g,4
YEAH MB WE 15 FF,WRH,euw,europe,TkiAAU2A4ZMjp0MFOjibCKNRw7ONPTNhAJxB8pazRpg9FSqMdv87_RlCTCvTzHLbqVcTZ5wOlly98A,4
TTV DEMONSHACO,NA2,na,americas,QVpcYv6UyrPy-M11VV-72Qecf_apRAxS1kgEHOM4kX7l9YEqWKNsnIuxw5z7gSGbyzmNuce0XPwp-A,4
ShaK1NG,LAS,las,americas,50-ongPxo3GsTWj4j86yQNYBCEJwqTtE5o1gMDewlCVggnlES3DpL4i1Mr6jOpjhE0fYxoqir8eiBg,4
FF Zeus,EUNE,eune,europe,pjydSL6eujiLWGfNvVCoc0klvuZEz01aER8YA0zwHvwWvs1q1L-QbNM8PDSojPGAn5NkJmXLCUMuUg,4
kodajkonai,2137,eune,europe,JuvVuwOhtima-GLtV0ajnhVZ3Mh0FBfL2Yz9cyqnUvt7q7dHCj28vi8BbelSD_IeOGVhoDhnRxE0sA,4
Tricky,007,euw,europe,YIJsK7naSKU4Al66SzWlya73HLl2W9ybIUEsl9nWre5oS90XEKKO3k2rpTM91Unn8kWg0aeIxF0L6g,4
MadScientist,TTV,euw,europe,7agyePrCLBz-0vw5tYKaTIoVbvk5eu3eRvV-FLZeX5AP2lD7Qdiqo_I7hLjP_QMSO4VfZhdQUNYyCQ,4
gbrZERA,SSP,br,americas,ZhbDrB3O_HOWnOCkSgomDVZtj79LCl2EuRRS_nWuA0Do8w6U1RxAl717lFljaRg0rRSF0kVeS6wC1g,4
SystemOfAClown,Deb1l,eune,europe,YByJ2zKsYeckCzfc7kkwTk03EPdJg16gVtj-0ElcYHj-vdXQ5IguwBJjjp6uT7YsBqCPUccQcfL5gw,4
iTzxJoYsTicKzZ,EUW,euw,europe,e6sHJG_O1G2H-AXKlmF1KL9oVosXp7-IY1HP9PMZKmCLq1byVxYqbehUXpwnP1UNO9Uzd4hTFmZu5w,4
Pink Wilds,KR11,kr,asia,2Agv987_5Q9Y_eUtCxhOOhFYNMc7yUoW0FaNAH3tEhhVEoMlAgLzFnIAtLjuBj7dxo5R5mb02yiCaA,4
Bonnie,BLDP,euw,europe,7EgmsUX0PE8Y5j_OrtF7jYDm9XVB0mPd2u1xnQ2yJIAC7VG2RATAQ7iyPcEXZBtTvBS1gNceCIkc7Q,4
Make it Work,EUW,euw,europe,inNVCDf9uAeGoRIoH9yRFeh_K6DldmRVoi7CYdY1__ABj78d_1So1hRu5UxM-4L6-pQ9BRlLOHG_Iw,4
Inbianco,0000,euw,europe,T_hyT2tutT-02mOkO3UdE5VO1Ykij5IhBHms9cOnf9Wao2Cl0Exc7_tgOVn7u0_ATfkdAZUQJA6_xQ,4
B3ST ONE,br1,br,americas,hS75qx9kBwRbsZyKb2BRI6xUQ1Q73GAraRmJQYkH6WeD1Ik3gOlg6gHRmWrCR4o9u9APPYyF--uCpQ,4
anniax,2810,euw,europe,pMizlnfWZ2avAi-EXHrG8TVOSKQdz1F6cx4IU5SgLO1zlEs6nOXwP9PoCUMrF90za_YISn3Dzmj1mw,4
GG Denisovich,GRAZ,euw,europe,AaRGhTbJElIHUnkZbuyqdO_NNbAr-1etl8wTEtlX5iQBbX4kGIjFEkCe7b_XqHbK_lkqkfJWMZjRLQ,4
TakenHunter,2604,lan,americas,nvmIlEvAU2GIQPuFb6n7Im4aD1BxUwU0oOjsiF7jskFdzsZzKCFU9H6qm3yfaoQYOvHXzvCCP25bVw,4
EXP Garguentua,JUNG,euw,europe,i1LDqNaapAWX4AO-pde-8ootPJyvQKNSfWItNI5KbS2CQ8j05cp8Yv7MV0u2_fe8FuuLvnOBeoK8bw,4
acety fun acc,1000,tr,europe,zPt6bTItgLQmjfsYH9__15yq8LswIwXoXff7YA0IeSBquL9OmuEah3CHMuijHA9h5DCGEi7u4eZ6AA,4
Is not wolfang,NA1,na,americas,G2ncPKBT_HfvkZiAel_kyw43uoV8V44miIovyCyAEcpbK26TBWS_dz5UPwiBxArEBkJYpIEb88sFmA,4
Trickster,NR11,euw,europe,pKwEQN5c4wYs391qD8VdStCeCCAeiqpQZR-wuQUJcpsV8cu83axHCbjd3VXaWm58ye7an58XYo97CA,4
Heaven,tt0,kr,asia,IrZr2q1dIZwhMvoFQIkcaWXda3dn6-SY0I938lDO1IAGSTG4IOUeyNj0r9ZYO50QmMzQbpj191_T5A,4
Rick,lvdou,kr,asia,C0uH73P2kYPGrKDedabeV21jkdu9K0Umn8bs_BB2vPJ_eB6vbeJpg_ZIOfJG0P1Ooc-iMACQLLQVQA,4
zyp hanfu28,zypp,kr,asia,O3_9iV_KVVMSW_FPJ_vuMzK5vU12zdKhPb1cnOTk3D8D-kEKg6CTgfmt-1Ce0esmS9XMR1zMom7xuA,4
Cheap Dramas,USLLS,euw,europe,tYnPA_BwQmmOmXEB6H9ySFO03x43U7gpYI4f0TT2SqAu0J8WMWc0rWdJRc5Czjars-aYAGLWdeChyw,4
lol exquisito,LAS,las,americas,Bzsw_C3NZDTRgr_GYtJn5qa1sVbHnAolSlkqghv8o4yEubAUkEM_K7cYpaPj97gHMH9CbuUfPveu7w,4
kryj se kryso,asfmw,euw,europe,CcP4WwQMdtrTw8lsXz6IzeBFvpJgfixYmIaqhkS1RlsdUhr_Zv9DuBpDEMQtElm0TB4HK76wjGRmLQ,4
TTV BroKenSSB,TTV,na,americas,FeIeHRpG2ZmfM69PRLy5ToYRzKtTtG6cvLG9Vd9laK9SKkJjlvS_NzA1EK2U397xPpggXVv8H12DzQ,4
G2 SkewMond,3327,euw,europe,hVeobmdpOBod0-fR9ydj4_25_PuP0mVutvIUgFJ9EunOl78L8HRJIQu0VZvElH5H_X-sLImF3cflRQ,4
Marcus Aurelius,STO1C,eune,europe,z-YStprOULawjERdY5YD3xsrOoatLsV9bdAgmE46-6AIGwQ14lSqsYC938H3t8zaNYGOwAYFWV04AQ,4
Groinze,EUW,euw,europe,0oTpeypvGoXvDDsb0zEy52e9_Rqw__rtXEVVQGex4Sf6h--aIRHpDIyvpzlLFRSEdywurQmZvtX0oA,4
Kick Ass,KR1,kr,asia,mHGec8wsfN4px-UuVugKKphG2bX-0rbAFKXokPPFVsogYFNcbh19W5vJv-Kz3q9OIshb9xvuXieZPw,4
Es Nerf O Nadaa,LAN,lan,americas,7em025UahXWIc3hSpC8aormMEFifFDU2Isv6lHn87uCBqDexgCXhQB7lWfv8Lgjk9uZd_tVUlelLTA,4
Aari,euw2,euw,europe,TI81p5zTxzX4YGyIo48xKK3rg3z7bGxE8PfDt9w6EOsOUB5bHHDmnM7x6iZXczItdvtJlNZrB5W5MQ,4
NextMove,Adapt,br,americas,pBCzUDae33jKWbxWpQ_x13cMvkOR3TD9DUjkZ6MRMeLIA8_YUxr4kgupAU0T33eB2cHecAK31wp57w,4
The Fifth Leaf,LFT,euw,europe,aBJFkffcoq2GUiNMt4gG6uumTtlXqyVErueneMkTx8_NFyv_5CP3fNmne5llfwHmgjr155QViJhAMA,4
Manjarres,pum,lan,americas,DKnT8AhTxOY9Dg1ru2c524GTPheh1ifcZMjrv96vq5P_3aqKp8iM712X6D1BJSumJcHlhJI7Jyua1g,4
Megaforce,2009,na,americas,AfxnYy2JMiPU208zHW3tm4bmBgTCODWHgZYU0zc6csKjMg2nim5dJM5q4d4CycoKhGexF8tsgl9ucg,4
insurgent,EUW2,euw,europe,wvMVwRB8-kjtMsbyk70ZowWuhCOZi5KGzHC_8l_6_3qKUkHwsHav5WOP1WtMeLA886Kt4iNN2_pwrw,4
BYOD Poro,jgl,euw,europe,GJtPx90hwAwkzklms2CkNP_65RWGBQJSDhM7Lp-5tt7CJNAbN8fS-03HLigPfjNOKRpbWfJ6oqrtvg,4
Habin Edward III,NA1,na,americas,hefmGXulLpXZdNzRrTB_q-9Q1Ry7uP17F1e-s7IcAe4rr2esL-jYOBROjEjSaGh7nzYnRSrCpew7wA,4
StarDizzy,TR1,tr,europe,db_XWSLvf7kAr9a3Ohlz6paVYUJUzUbMyMxKTASRXhrxhC8HN4fVUjV1kiVt995xNcRFNQPpPzvKOw,4
Future Zed,NA1,na,americas,oFdg8P7ixWuidw8-D62Ezmb_blAynoFBO5lArk-I_bUlvFw55bdc-nnkPIOTjTGE1tImVpCOHQ0xcw,4
Braticano,EUW,euw,europe,pckeoyFEqM6UNSDOHF7s4vgSH3BmM2o4qP6OvievpDJbYonZNrJJGTx0o7cKP422osccJRMbpDZkfw,4
MrPlaCCek,EUNE,eune,europe,WhfykrsNZ5IDfr2ImSYRREnfFRtJ9Ipqd0bDMiicfbglPsaI36uOiNPkaKXkU1dZqmlph37EM9Kvrg,4
Junichi,nico,br,americas,DGGisPhh1yomMwIeSc8J1qDXjuYCFh8yfJF0QsylVXHPYzyRKt93bpbaBbSzx2AHctklkzHEDu5wYQ,4
Sinxnie,S1NXN,euw,europe,szb3ibMaHi3-sKwA0ik-BtW3PG646_9dQtOhZUSyXCZXpLMQugK0ftE71KNNhdPSrzqUaV_lk_E-2w,4
Reanimnedy,5876,euw,europe,mN-jgrzbrt2_E4bTw0ClwwIRf98G7QYhYirepSKPnvahT9XI-9170W-i1wyg6nVMgC_IgufdQDGHGA,4
Accomplish,1299,euw,europe,L6smMF7P3AR0LzoMlrXLDAqdjkvGHnZSLEh4-6S-E_AsMpHf2CSMDf9CL31fhOiwEhuskpSuVPdASA,4
Xin Zhao,Soled,br,americas,OjQSH80JnKC08OVeUryP5jPraKoAVn47aGqtl7k3c90jqUxjmbuDrA7VI4o7GWAnFk-1l88mPkf5tg,4
dont trust mp3,mp3,eune,europe,PKiHSj1ErEYiVMWWx7cb0OE6E22cO6C1OOUBsIm8J2YA0TVAlDVPD_zoylj7hMkNHPpdaf0GTugtBg,4
FA Shiedart,Mari,br,americas,K67-sAk2LOVf3EZjaoFRgp6uETvLqNucT46b7Dp1bmQir4MMt5nIF-ydSWEewjqEQLJpRJa6YhIoJQ,4
farketmezgider,TR1,tr,europe,n86KMEs_zZ7mFngWS9cbnRMwriIZYFhK_aJITdGfGVIvJGCQd3ddKFww_5VBopr11kOsTPqhZd4Zxw,4
Viscero,CN1,na,americas,qsRuhYo4olG4Bbua6CUvfaWyfr4RlB9xWpXhg8qywN5cmX8zWM8giiBLSxHUxz6mpDhUhW8qEOBUYg,4
Ace,g0d,eune,europe,rsNAUTKJYOKNU_ERgDqYPn-tfJgvLd20SSX1MzNzsV1Tv_xB5LxbOIQ9dxO3Eg8WFN4yOBtz100t9A,4
4114,EUW,euw,europe,lnfbNM4MhkTJCuHJJMPan6_eoqfnDx2uQd-yvAFEw_w42ayRjOUyTqrJ0_oDQX9JlMIbOqb9G33vPg,4
NibbaRudi,TAE,euw,europe,Ypkz0sGnaOSFwDNn2QxDN3bXrHkqdFdABIiv9nMeMUINOLa1_B_Q0MKFqtE_0cgkqmtVjMSVYFQdfw,4
Lille Svend,EUW,euw,europe,VagpC1wU3pv1nSKAHmdWtwDJeYUoAm6KBCJgtutC5VVgTAz7C7TEHnJA5KWCC1UunqmXz9OPwHzSlA,4
Flatlinar,1NA,na,americas,yUBT_6nPmuChKm7NRCgnXNGZ-GUzvuf8br9t143bw6bSs_cv4L9riSqw_EUpTzAb6QBd_F4uUFWEcA,4
GSW Highlander,WELL,br,americas,KEWcC1Oqhvr3RFPibAz9UbhdJtvdURNrrq8MyEuascfX6hbGElAbXYqA2JOCVBlmttZsfh9TTGTzoQ,4
KarmaORTeemo,kaka,euw,europe,lrbTy0tEe_saeDSscULjU2BFAUkYc1qLFUhsBlCKNktatMZvPTy0ZCVcBPWXetwWjvDoEAKUwF1tTA,4
Lion Barba Roja,LAN,lan,americas,qNEXkp6EAaKjNf-yf23onqmIC7U6Bdo6ZpQk3OkJcbH_FRVgZw0hkqk4MxLOdBn0JkgNBzD7Y6jc6g,4
PCS HAMTARO,GOAT,euw,europe,D_rxRHBkS9A8pUGUUoSLphFP2rcFblXtyDPHLe1IMhwz_Qdhd-d2F_QEnkFx6tc6re8KaGEBR9CwIA,4
yobue,0424,kr,asia,WQuHOYxGgm6oFPvkjOyN51OHg_pdign_AkpwmoO8jFfwrBdbE-RZCHcP82yuB7mfCqxmWjE9ta0wAA,4
sanspareil4,SPGG,kr,asia,0ADu83672-3wpjPCITjWSfo3BdYb8Du86uC-SxWe4662BJsiKLydAgqaim6jpIVNHgeTHMbfBKx-7Q,4
no chat only 1v9,carry,tr,europe,cyvMywPxw5Ao1T9yy9p-0aTpbPSnGClER1PQqv7Fdbe_1c41CKukMWg-vUApgB3tKU8GBhfMdBFw3Q,4
never give up,ucan,euw,europe,q31mViySFrroOqGm09yfyyERTPpy5GKJu9XbY4n3ZEY9TzEgmsNjGkPql6UpVp651p7vzslt1n0A9w,4
X2daZ,Spear,euw,europe,0WihverZPbvPFGz7lDlmc2-g3U6QpNZ7fKBNmA4N2OTvrI1qJX1_jr9Uob06X2njjs9Ued1fOOLl6A,4
dota2isbeter,NA1,na,americas,ZbYKDNd7iiQqKpIrKGgXVQs3HtvV2jL7hwEwt2RxJE5kzUwwkcJVoHrgBE4uT9wKQNZ3I5bYIsndTQ,4
DREAM,KR123,kr,asia,E8m0--qvLE61-vZaRO1SjiplIY4cUhaeT3FW4sUk3t0JjkD1Dw_yDqATrZMHEkutoIbeV2QPUx3KWw,4
Caprut,EUW,euw,europe,LhWYPKT7Qrut-7675aDXTQvTqZ2OuAIyucCJeJb-ggGQSk9XC2sGlBONyFHvfZXdp4m15TfF3cOjgg,4
inabilities8,EUW,euw,europe,WJX3zaUidTZSbY2xfSkodNaGi0og6_rJAFU6oRiovy-JS9FzUxH__X7o6CIiURLME4KJUbF65rdNPw,4
Jojopyun,KTr,las,americas,w1q47oNvF7emLAwnePLcH0PGFExGYd2k3georDxV7lMWAQl5tPoQhPpAcmUk9Gn_LVuOfgPDDATSSg,4
Gimkooo,jgl,euw,europe,w4HYsH-0E2ommaw7sWyhXxHd8qfrTgGSc_y9pQT65SyeiwAelmPNCP3EMoHgxSgKQNOHYj9i8CCw-g,4
0liveJuice5,NA1,na,americas,Y5gTlhIg0d_67rMCRe0zpMWI8OAH1dGBd4OK61rbjI01CCTQTV9Ol6M_tKeMuv_ElJy7V4PUu1fW3g,4
Tiji,ACM,euw,europe,YO1VE-VmajshSrpy9Q9LbcR3OPqJdC5p51gm4-KYrzKzFBfbF5T2WGG4Uf13Nj9up-X_1rXDykSQRA,4
emotionaI,KR1,kr,asia,odj3-LgGS8cCep_FLCEva5WCyhitKx_O68a5fj9RV3ZIiXrFbJFH1HMWI5ZoaHOnorU8Zxrii2WzZQ,4
Wasza Szerokosc,EUW,euw,europe,S67fVHUgzwiX9qqaJN3JJKwkYbfB7WI_ouxQEf4gN25G87i2FS4rRSKtcygCEA_hpXCKZVq1cGmw6Q,4
Karacali,SSS,tr,europe,Zvn9i6ztn3GqrHNpLm87zgdItUJhNsaQBhYq_adwPhpqQKFv4asE-ZFPlvhtpG3WfM1f8BuUlOdtIA,4
MatousB1,0420,eune,europe,r3MHqv-16XFRlLyJje1XWrSHGThjjIb_NQhgprtzqjqJYuotMIzcw86omb33sxBT9y0H-TV2oOwXsQ,4
ASDASDASDdds,cCAnn,las,americas,9O6UN4aLxfZ0EVjc3RLkpTGPrbOxnnj5NdMq5WduB_vXFcRj7H97C6fdWrNSWYt_6IvREUP0MzUTyQ,4
Drachun Mid Acc,R1WW,euw,europe,KXKvWJALL7EujhVqj7ZGhw0bK55bXkSg1nxEs1DrnMUKVd3RFf4XpBiMT6P1XhnsnjvP-tZ-IiKYKg,4
Mythran1,5259,eune,europe,hd9vxB44PPAmFLs85JXdkvuNaxLmVgP3KR2P3ZD_O763uGltjetXTo03iXDRQrcfHo2RaFblGXwrUA,4
IZROTH7,RML,lan,americas,BDCjLQFLotTs0TxptPHqhY-IzNVNB_qojmd-EfMKMSdicxcJdC2-id4BSqJGCXy7qjfZ515QjlviZA,4
Aftercare,BDSM,eune,europe,7cH-jUrGv72HKk6EToIbQbYlVGMeklStwTFrzgQqoWQbQkDs-JRXwKndg6RG9U7Y_VDJdfYnt85jbQ,4
Zaun Mendes,VANDR,na,americas,WaDxx38CtcE7X9p0aMIkxvAxcNPFWmg6jCxeUoVTxCi3xy_zfdjh8fPfosRcqe63o804VfwkJ1i-FA,4
ZauN,Nitas,br,americas,V5Ero8oumZb-XKtz8cq1Xn9GRsXQrxIJz1zy-hDFVxAxr3JpbutknwuPtn19Bzsu6x6VxbP5i0p1Mg,4
brelia4real,EUW,euw,europe,9b7n5SNmnv5NPTGOs3BCNEwXVHP6-C0LjI7a_UsjWp1lJIJAynfc_UnGh5vT8xPh-X4wjnpAVtcqUA,4
TTV RiskReforged,Tokz,euw,europe,PJvNYLekvILXor3wONpgt5YJoJoHFMlIryGeKVnqDIwd_Y1APbCOHz0t2dqexu3pWVcHfUojpw3pEQ,4
X Wing,EUNE,eune,europe,kzsbfPIieKMwFpC78gj-bYNAx8zoDNQvS1iO1Ewsb3F4a5Y5VmYnXj9fQBgR-5uqRiPcGaM_B7oq5w,4
TopWolfGG,CZE,eune,europe,v7Clp-JNVwnhWNdkzKYvbVcY1JjKm0jkGoidpNfE1pv7JfMTxrWhtwb5fNCWRPcE19ybDvjNYnG-iw,4
183cm83kg25cm,25CM,tr,europe,m0CRGc-xy5vvRrpvezQxS-EridiYRPEKRqzkb3fx5zXCFRVS9c3qeiCVVgMJDc0BRyld9I7CxDtt0w,4
Neto,SLAY,euw,europe,b0BHgGi5v7vbBJpC_0M1UWoXaQumtQjTYDxgb9TUrmYjkUUG76ITytErtR8o-JlsFtTkohBFPzcXyg,4
kyoko,Sakur,euw,europe,pNdng9ZFrISkt8Mc2xwxyIlki88jFzI-oGpL6zRrM8D3RWhGc8R2fPVYjusEPFpQtiVsO9SghiKH3w,4
Calm Silence,NA1,na,americas,mT72DE-QSh-4TjWiXKV3KT250ty-rJuhEe3nzNGItCv-Prdymm9q-BnSooXTiucKGiNt-rJNrxHMVg,4
TrollingRookies,EUNE,eune,europe,4qq5lPvhKJbFU7PiIWukiHNR50Brdyj-DVyIRdZAW393QmVkHM6EpsM-H1OjdhI-3lOdeKBTtKcg0w,4
Hyacinth,CWL,eune,europe,899hMT3SzYY9sjgaWlTV4ac4KyaURyoDbe5NFcAEwqLNBZkhBS-DMj2LJIs4OkbaoiaJuHROUxOy6w,4
Nurmengard,EUW,euw,europe,xHkjFg4n4lYzGFJ5lR9QNEZ236fYQoXCzHzatDhr1GF0kYhIvei1wjaZnzBBzqAOTt79TDVrt-m1Ig,4
f0rsakeN,6095,kr,asia,6Gkf7XQ1BfhEV8vGMWmUW0hQUeAgAUb2VRO43bA0TOvr6rTWnDb0I30G9Qfc4mhPRu6As4xXsQ1WgA,4
ihatechanges,111,tr,europe,HrP9g7O1-KYbujCoISNrSEn1z0YVy1UVUIZDRap1la3PS613MuBcGfWVlr8vJTdcEkaCdqFwFrGQRQ,4
TOP OMEGA CANYON,YWTDE,euw,europe,pXgCIkuEvJR1ZPQ5phUrMJEiWjJKM29cJQN6u0TLoZUiCACtuyaKdM_9tJHGtNybcjPZAUKvAJWEnA,4
